user_id,gender,age,archetype,personality_openness,personality_conscientiousness,personality_extraversion,personality_agreeableness,personality_neuroticism,religion_religiosity,religion_spirituality,religion_secular_lean,values_family_priority,values_career_priority,values_adventure_seeking,values_stability_need,values_social_justice,education_level,education_field,content_news_frequency,content_book_reader,content_podcast_listener,content_social_media_usage,content_streaming_hours,friends_group_size_pref,friends_loyalty_importance,friends_social_frequency,friends_new_people_openness,media_genres,perspectives_political_leaning,perspectives_open_to_debate,perspectives_global_mindset,perspectives_local_focus,preferences_indoor_outdoor,preferences_city_nature,preferences_routine_spontaneous,preferences_planning_impulsive,substances_alcohol_frequency,substances_caffeine_dependency,substances_dietary_flexibility,self_life_satisfaction,self_confidence_level,self_growth_mindset,self_awareness,traits_humor,traits_creativity,traits_empathy,traits_ambition,traits_authenticity,background_hometown_size,background_relationship_status,background_has_kids,background_birth_order,available_days,pref_cuisine_italian,pref_cuisine_japanese,pref_cuisine_mexican,pref_cuisine_american,pref_cuisine_indian,pref_cuisine_thai,pref_cuisine_mediterranean
U0231,M,35,creative,7,3,7,7,7,3,7,5,5,5,7,1,5,Some College,Business,3,5,3,3,6,4,5,6,5,Drama|Romance|Documentary|Thriller|Animation|Reality,1,7,6,3,4,7,5,4,7,6,6,2,6,7,7,4,7,7,4,7,Urban,Dating,No,Oldest,Thursday|Friday|Saturday,6,2,3,5,6,3,4
U0232,M,23,social,5,4,7,6,6,5,3,2,5,2,5,3,7,Bachelor's,Business,6,4,6,7,7,7,5,7,6,Comedy|Romance|Thriller|Reality,3,7,6,4,5,5,5,4,7,6,5,6,6,4,6,7,7,7,4,6,Urban,Single,No,Only Child,Tuesday|Friday|Saturday|Sunday,6,3,1,3,2,2,3
U0233,M,24,traditional,4,7,3,5,6,6,6,2,7,7,2,7,4,Bachelor's,STEM,4,5,5,6,2,4,7,5,3,Comedy|Drama|Sci-Fi|Horror|Documentary|Thriller,6,6,4,6,2,5,3,2,5,4,3,5,5,5,5,6,3,7,5,7,Urban,Open Relationship,Yes,Youngest,Monday|Wednesday|Saturday|Sunday,1,1,3,7,3,2,6
U0234,F,24,social,6,7,5,7,5,6,5,4,6,4,7,2,4,Bachelor's,STEM,6,5,5,6,6,7,5,6,6,Drama|Action|Sci-Fi|Romance|Horror|Documentary|Animation|Reality,1,5,6,6,6,6,5,3,6,5,6,7,6,7,6,7,6,7,5,3,Urban,Single,No,Only Child,Tuesday|Friday|Saturday,1,3,2,2,2,6,2
U0235,M,28,intellectual,7,4,3,6,4,1,3,5,4,5,4,5,6,Master's,Health & Medicine,7,5,7,2,6,4,7,4,7,Comedy|Sci-Fi|Documentary,2,7,6,5,6,3,5,3,5,7,4,5,4,7,7,5,7,7,5,7,Urban,Open Relationship,No,Only Child,Tuesday|Wednesday|Sunday,4,7,4,3,6,6,7
U0236,F,21,creative,5,3,3,7,2,3,5,5,3,5,7,2,4,Master's,STEM,4,6,5,5,6,3,4,4,6,Drama|Sci-Fi|Romance|Horror|Thriller,2,7,6,3,3,4,5,4,3,3,7,4,6,7,7,6,7,7,7,7,Suburban,Prefer Not to Say,Yes,Middle,Friday|Saturday,1,6,4,2,4,3,5
U0237,M,26,intellectual,7,7,4,3,3,3,5,7,3,6,4,7,7,PhD/Professional,Business,6,7,7,2,5,3,6,3,6,Action|Sci-Fi|Romance|Documentary|Thriller|Animation,2,6,6,4,4,4,2,4,2,7,6,7,2,7,7,6,7,7,4,6,Urban,Prefer Not to Say,No,Oldest,Tuesday|Wednesday|Friday,4,6,2,5,6,6,4
U0238,M,30,adventurer,7,3,7,6,2,2,7,5,4,5,7,3,5,Some College,Social Sciences,4,4,4,3,6,5,6,6,7,Comedy|Action|Sci-Fi|Romance|Horror|Reality,6,3,7,4,3,6,7,6,6,4,7,7,7,7,4,7,5,4,7,5,Urban,Dating,No,Middle,Monday|Tuesday|Saturday|Sunday,6,7,3,3,2,1,6
U0239,F,27,traditional,5,5,5,7,6,4,6,3,7,6,1,7,6,Master's,STEM,3,5,4,4,4,3,7,7,5,Action|Documentary|Animation,6,3,6,6,1,5,3,2,1,4,4,4,7,6,4,3,6,7,6,6,Urban,Dating,No,Middle,Tuesday|Saturday,1,4,2,5,6,2,7
U0240,M,26,intellectual,7,6,3,6,5,2,7,6,4,4,4,5,6,Master's,Arts & Humanities,6,6,7,5,2,1,5,3,6,Sci-Fi|Romance|Documentary,2,7,6,2,5,6,4,4,4,5,4,7,5,7,6,4,7,5,7,5,Rural,Dating,No,Only Child,Monday|Friday|Sunday,2,7,1,5,2,5,7
U0241,M,29,professional,5,4,5,5,5,4,3,3,3,7,4,5,6,Bachelor's,STEM,4,5,7,5,2,3,5,6,5,Drama|Horror|Thriller,3,6,4,5,4,5,3,3,5,6,5,5,7,7,5,4,5,4,7,4,Suburban,Single,No,Youngest,Wednesday|Friday,4,7,1,2,4,3,6
U0242,F,33,professional,7,7,6,4,4,2,2,2,4,6,4,3,5,Bachelor's,Arts & Humanities,3,6,7,5,5,3,6,6,1,Comedy|Sci-Fi|Documentary|Thriller|Reality,3,5,5,6,2,4,1,5,4,5,5,7,7,7,7,4,4,4,5,6,Suburban,Dating,No,Middle,Tuesday|Wednesday|Thursday,2,5,1,5,7,1,2
U0243,M,33,professional,5,7,7,2,4,4,4,3,4,7,4,5,5,Master's,Health & Medicine,5,5,7,6,4,2,6,6,2,Drama|Action|Documentary|Thriller|Animation,4,4,3,3,1,4,2,4,4,5,3,5,7,7,6,5,6,4,7,7,Small Town,Single,No,Only Child,Monday|Wednesday|Thursday|Saturday,2,4,7,2,3,2,3
U0244,M,32,social,5,7,7,6,4,2,2,3,4,4,6,3,5,High School,Business,4,6,7,7,6,5,5,6,7,Comedy|Action|Romance|Thriller|Animation|Reality,2,7,5,3,5,6,6,5,7,6,6,6,6,5,4,7,5,7,4,5,Suburban,Dating,No,Middle,Wednesday|Sunday,6,6,3,3,7,4,7
U0245,M,30,adventurer,4,3,6,6,4,4,5,4,1,3,5,1,4,Some College,STEM,3,6,3,3,6,5,7,5,7,Action|Romance|Horror,1,7,5,5,5,7,7,5,6,4,4,7,5,5,4,6,4,3,5,5,Small Town,Prefer Not to Say,No,Oldest,Monday|Tuesday,6,2,6,3,6,2,7
U0246,M,31,professional,5,5,3,4,3,1,4,5,3,7,2,6,3,Bachelor's,Social Sciences,4,4,5,5,4,7,6,1,2,Action|Sci-Fi|Documentary,2,7,5,5,4,3,1,4,1,7,5,7,7,6,6,5,5,3,6,7,Urban,Single,No,Middle,Thursday|Friday|Saturday,3,1,1,6,7,6,6
U0247,F,34,social,4,5,7,7,4,5,3,5,5,2,7,6,4,Master's,STEM,6,1,6,7,7,7,3,7,6,Comedy|Drama|Action|Animation|Reality,2,5,4,6,6,4,4,3,7,5,4,7,7,5,5,5,6,6,6,7,Suburban,Single,No,Oldest,Monday|Saturday,3,3,6,1,1,3,5
U0248,F,34,professional,6,6,7,7,4,5,4,5,3,5,3,6,5,Bachelor's,Law & Policy,6,2,7,6,4,2,6,5,6,Drama|Action|Horror|Documentary,6,5,5,3,4,6,3,2,3,4,4,7,7,6,7,5,4,4,7,5,Urban,Single,No,Oldest,Monday|Friday|Saturday,1,6,6,6,2,2,3
U0249,M,33,professional,5,7,5,7,1,3,3,3,6,4,4,7,4,PhD/Professional,Social Sciences,6,5,7,7,4,5,5,5,5,Drama|Horror|Documentary|Thriller|Animation,5,3,4,6,3,7,3,4,4,6,6,6,7,6,4,3,5,6,6,7,Small Town,Single,No,Oldest,Tuesday|Thursday|Friday|Saturday,2,2,3,6,3,7,5
U0250,F,28,professional,5,5,6,3,2,5,1,2,5,7,4,6,5,Master's,Social Sciences,5,7,4,6,5,3,5,6,4,Drama|Action|Thriller,3,6,5,2,5,4,2,3,5,7,3,7,7,6,7,6,3,7,5,5,Rural,Single,No,Only Child,Monday|Wednesday|Friday|Sunday,4,4,4,6,6,7,3
U0251,M,27,intellectual,7,4,2,4,2,2,3,7,6,6,7,7,5,Some College,STEM,4,7,6,3,4,3,7,2,6,Comedy|Drama|Action|Sci-Fi|Documentary|Thriller,1,7,7,2,4,4,3,5,3,5,4,6,4,7,7,5,7,7,7,7,Urban,Dating,No,Oldest,Thursday|Saturday|Sunday,2,7,6,7,5,1,7
U0252,F,34,social,4,5,7,6,5,3,3,5,4,6,7,3,7,High School,STEM,5,5,5,7,6,4,6,6,7,Action|Sci-Fi|Animation,5,4,4,5,4,7,4,7,6,5,6,7,7,3,4,7,4,7,4,5,Small Town,Dating,No,Youngest,Tuesday|Wednesday|Friday,5,6,3,4,5,5,7
U0253,M,33,professional,7,7,6,5,4,3,1,6,3,7,5,5,4,Bachelor's,Law & Policy,7,4,6,6,6,2,6,7,4,Drama|Sci-Fi|Romance,5,6,4,5,4,6,1,5,5,5,5,7,6,5,6,4,5,6,7,6,Suburban,Single,No,Middle,Monday|Tuesday|Thursday|Saturday,6,1,5,7,7,3,7
U0254,M,28,intellectual,7,6,3,6,2,4,1,6,4,4,5,5,5,PhD/Professional,STEM,6,6,5,5,4,1,7,4,4,Comedy|Romance|Documentary|Thriller,2,7,5,3,1,6,5,4,3,5,5,6,4,6,7,7,7,5,7,7,Suburban,Dating,No,Middle,Monday|Wednesday|Sunday,6,6,6,7,7,5,2
U0255,M,34,intellectual,7,5,4,7,3,3,3,6,4,7,7,5,7,Bachelor's,STEM,7,7,6,2,3,4,5,5,4,Sci-Fi|Romance|Thriller,3,7,7,5,6,6,4,2,3,3,4,5,4,7,7,5,6,6,6,7,Urban,Single,No,Youngest,Friday|Sunday,3,1,6,7,5,4,5
U0256,M,25,traditional,3,7,4,7,2,7,5,2,6,3,3,7,4,Some College,Health & Medicine,5,5,3,5,3,4,7,5,5,Comedy|Romance|Documentary|Animation|Reality,6,2,4,5,2,6,1,1,1,7,5,5,7,2,6,4,6,7,5,5,Suburban,Single,No,Only Child,Tuesday|Friday,7,1,4,2,6,6,1
U0257,M,35,professional,6,7,6,4,3,1,2,6,6,7,5,5,6,PhD/Professional,STEM,5,7,6,5,5,5,6,6,4,Comedy|Action|Romance|Documentary,4,6,4,4,2,3,4,2,5,6,6,4,6,5,7,6,5,4,7,5,Suburban,Dating,No,Youngest,Monday|Wednesday|Thursday,2,3,6,7,5,7,7
U0258,M,24,traditional,2,4,5,7,5,7,6,3,7,5,1,7,3,Bachelor's,STEM,7,5,3,5,5,6,7,5,2,Drama|Action|Romance|Horror|Animation,5,5,2,7,3,4,2,3,3,4,5,6,5,6,5,5,3,7,6,5,Urban,Single,No,Oldest,Monday|Wednesday|Friday|Saturday,4,6,3,2,7,5,3
U0259,F,31,traditional,2,7,7,7,5,6,2,3,6,7,1,7,4,High School,STEM,6,6,4,4,4,4,7,5,3,Comedy|Drama|Romance|Thriller,4,2,4,6,2,3,2,3,1,4,4,7,7,5,5,5,4,7,5,4,Small Town,Open Relationship,No,Only Child,Tuesday|Friday|Saturday|Sunday,1,6,7,3,5,2,7
U0260,M,30,adventurer,4,3,7,5,5,1,5,4,6,4,5,5,5,Bachelor's,STEM,5,3,6,3,4,6,3,5,7,Drama|Action|Documentary|Thriller,2,4,6,3,7,6,5,5,4,3,6,6,3,7,5,5,6,2,4,7,Suburban,Open Relationship,Yes,Youngest,Monday|Saturday,4,4,7,1,1,6,7
U0261,F,23,traditional,3,5,4,6,6,7,5,4,6,5,6,7,4,Bachelor's,Other,6,3,4,4,3,3,6,4,4,Comedy|Drama|Sci-Fi|Thriller,7,6,6,7,2,3,2,1,4,6,5,6,5,6,4,4,5,7,6,6,Suburban,Single,No,Middle,Monday|Friday,2,6,5,5,5,1,5
U0262,M,23,professional,4,7,4,3,4,5,5,7,7,6,4,4,3,Bachelor's,Law & Policy,7,5,7,4,3,5,7,3,5,Drama|Action|Romance,5,6,6,4,1,2,3,3,3,7,4,5,7,5,6,5,5,6,7,4,Urban,Single,No,Only Child,Wednesday|Sunday,6,4,5,1,3,1,5
U0263,F,32,adventurer,5,2,7,3,3,1,6,4,2,4,7,1,4,Master's,STEM,5,5,4,6,5,5,5,7,5,Comedy|Sci-Fi|Documentary|Thriller|Reality,3,7,6,1,5,6,7,6,6,2,4,5,7,6,5,6,6,4,7,5,Small Town,Dating,No,Middle,Tuesday|Sunday,7,5,7,4,5,4,1
U0264,F,21,social,6,3,5,4,5,6,2,3,5,1,5,4,6,Some College,STEM,4,3,4,5,6,7,5,7,7,Comedy|Sci-Fi|Romance|Horror|Animation|Reality,4,5,7,3,6,5,6,5,6,5,6,7,7,5,4,7,4,6,5,5,Small Town,Prefer Not to Say,No,Middle,Monday|Wednesday|Friday|Saturday,1,1,5,6,6,5,1
U0265,F,27,professional,4,7,5,4,4,4,4,4,5,7,4,3,4,Master's,Arts & Humanities,5,6,5,3,4,4,5,5,3,Action|Sci-Fi|Romance|Documentary|Thriller|Animation,5,5,5,5,2,5,3,7,5,5,7,7,7,5,4,6,4,4,7,7,Suburban,Single,No,Oldest,Wednesday|Thursday|Saturday|Sunday,3,4,5,4,5,2,6
U0266,M,25,creative,7,5,5,6,6,2,7,5,4,4,6,2,7,Some College,Other,5,7,4,4,4,5,5,5,6,Comedy|Drama|Sci-Fi|Thriller|Animation|Reality,2,5,5,2,4,5,7,4,2,5,7,6,6,6,5,7,7,5,6,6,Suburban,Single,No,Oldest,Tuesday|Wednesday|Thursday|Sunday,6,6,4,2,7,6,7
U0267,M,29,traditional,4,7,5,7,5,5,4,2,7,4,4,7,3,Bachelor's,Law & Policy,5,4,2,4,3,5,7,4,3,Drama|Documentary|Thriller|Reality,7,4,5,7,2,4,3,1,2,4,3,5,5,4,5,6,5,7,7,7,Suburban,Single,No,Oldest,Monday|Tuesday|Saturday|Sunday,5,1,2,1,7,5,7
U0268,F,32,creative,7,2,6,5,5,4,5,6,3,2,4,3,4,Bachelor's,STEM,4,5,6,4,5,5,6,5,7,Comedy|Action|Sci-Fi|Documentary|Animation,3,5,7,2,6,7,6,5,5,4,5,6,7,7,5,5,7,5,7,6,Rural,Dating,No,Oldest,Thursday|Friday|Sunday,3,4,5,5,1,2,5
U0269,M,31,social,5,3,7,7,5,4,5,5,5,6,6,6,6,Some College,Social Sciences,2,2,3,6,6,7,4,7,6,Comedy,3,3,7,6,5,3,5,5,5,7,7,4,5,6,4,7,5,7,6,7,Urban,Dating,Yes,Only Child,Monday|Wednesday|Sunday,7,5,5,7,1,2,5
U0270,F,28,intellectual,7,5,1,4,3,3,4,7,5,7,4,5,7,Some College,Social Sciences,7,7,7,2,2,4,5,4,4,Drama|Action|Sci-Fi|Animation,2,7,7,5,3,4,3,3,5,5,4,4,6,7,4,7,7,3,7,7,Urban,Single,No,Only Child,Monday|Saturday|Sunday,5,6,2,7,3,2,5
U0271,M,30,creative,6,4,1,4,4,5,7,4,4,4,6,3,7,Some College,Other,3,6,5,5,5,4,3,6,4,Comedy|Drama|Horror|Animation,3,7,7,3,5,6,7,5,5,6,6,5,5,7,6,6,5,7,5,7,Small Town,Prefer Not to Say,No,Oldest,Saturday|Sunday,5,5,5,1,2,4,4
U0272,F,25,creative,5,1,6,6,4,3,6,5,4,5,5,3,4,Master's,STEM,3,3,6,6,4,5,6,4,5,Comedy|Drama|Sci-Fi|Thriller|Animation,4,7,7,2,6,5,7,7,7,5,3,5,7,7,7,5,7,4,6,7,Urban,Dating,No,Only Child,Monday|Tuesday|Wednesday|Sunday,3,4,1,6,4,3,3
U0273,F,27,professional,5,7,5,4,3,6,3,6,4,7,4,5,5,Bachelor's,Arts & Humanities,4,5,7,5,3,4,5,5,3,Action|Romance|Documentary,5,5,4,4,6,4,4,4,5,7,5,6,7,5,7,5,7,4,5,7,Suburban,Single,No,Oldest,Tuesday|Thursday|Friday|Saturday,6,7,3,7,1,4,3
U0274,M,26,professional,4,7,6,5,4,3,1,3,6,5,3,7,3,Bachelor's,Law & Policy,5,5,6,4,4,5,6,4,6,Drama|Sci-Fi|Documentary|Thriller,6,6,4,3,4,5,1,3,4,7,4,7,7,5,6,5,5,5,6,4,Urban,Dating,No,Oldest,Wednesday|Friday|Sunday,3,6,7,5,2,5,1
U0275,F,33,social,6,6,7,5,4,5,5,6,5,3,7,4,6,Some College,Arts & Humanities,5,4,4,6,3,6,6,7,6,Drama|Romance|Horror|Animation,5,5,7,5,5,7,5,4,7,6,7,7,7,4,5,7,5,5,5,7,Urban,Open Relationship,No,Oldest,Thursday|Friday|Sunday,4,3,5,6,7,3,2
U0276,M,27,social,5,5,7,5,3,3,7,4,6,1,5,4,7,High School,Business,6,2,7,7,7,7,5,7,6,Comedy|Drama|Action|Sci-Fi|Romance|Animation|Reality,3,4,5,7,5,4,4,5,7,5,5,7,7,6,6,7,5,7,6,7,Urban,Prefer Not to Say,No,Oldest,Monday|Wednesday|Sunday,5,5,1,1,4,5,3
U0277,F,26,creative,7,3,5,6,3,2,6,2,4,5,7,3,7,PhD/Professional,Business,4,4,5,4,7,4,5,6,5,Drama|Sci-Fi|Thriller|Animation,3,6,6,3,3,6,6,4,3,4,5,3,4,4,6,7,7,5,4,4,Suburban,Single,No,Oldest,Thursday|Friday,6,4,5,2,7,7,3
U0278,F,33,traditional,4,6,3,5,5,7,6,2,7,6,3,7,5,Bachelor's,Arts & Humanities,7,7,3,2,2,4,6,5,3,Drama|Documentary|Thriller|Animation,4,5,4,7,3,5,1,2,4,6,4,5,7,7,4,4,3,7,5,7,Urban,Dating,No,Middle,Thursday|Saturday|Sunday,6,4,4,6,3,7,7
U0279,M,28,creative,6,5,7,4,4,4,6,4,6,4,5,1,5,Bachelor's,Other,4,7,7,6,5,3,3,5,7,Comedy|Drama|Sci-Fi|Documentary|Animation,1,4,7,2,5,5,4,6,3,6,6,5,6,7,5,6,6,3,7,7,Small Town,Single,No,Middle,Tuesday|Thursday|Sunday,4,7,1,3,6,7,3
U0280,M,23,creative,7,4,3,4,6,2,7,6,4,3,5,3,4,Bachelor's,Social Sciences,5,5,5,5,6,3,6,7,6,Comedy|Documentary|Animation,4,6,7,6,4,5,7,5,4,5,4,5,6,7,7,6,7,5,4,5,Suburban,Dating,No,Youngest,Monday|Wednesday|Saturday,6,7,4,2,3,3,7
U0281,M,36,professional,5,7,7,5,2,4,5,3,6,7,4,7,4,Bachelor's,Arts & Humanities,7,5,4,4,5,3,7,7,7,Documentary|Reality,4,5,3,5,3,6,5,2,4,6,4,6,7,6,7,3,6,6,6,5,Suburban,Single,No,Only Child,Wednesday|Sunday,6,3,2,6,3,2,2
U0282,F,33,intellectual,7,7,2,5,4,4,4,6,5,5,7,4,4,Bachelor's,Business,7,7,7,4,4,3,5,1,5,Comedy|Documentary|Thriller,4,7,7,6,4,4,3,7,5,5,3,7,4,7,3,7,7,6,7,7,Urban,Dating,No,Youngest,Tuesday|Wednesday,1,2,2,4,1,2,4
U0283,M,30,social,6,5,7,6,5,4,5,3,4,2,7,4,7,Master's,STEM,4,3,6,7,5,6,4,7,6,Comedy|Sci-Fi|Romance|Thriller|Animation,1,5,6,3,4,5,7,1,7,6,4,6,6,5,7,7,6,7,6,5,Urban,Open Relationship,No,Youngest,Thursday|Friday|Saturday|Sunday,5,6,5,2,1,3,7
U0284,F,29,adventurer,5,5,5,5,2,1,4,6,2,5,5,4,7,Bachelor's,Business,3,5,7,2,7,5,4,6,6,Comedy|Action|Thriller,3,4,5,4,4,7,7,7,6,2,6,4,5,6,4,5,4,7,6,7,Urban,Single,Yes,Oldest,Monday|Tuesday|Wednesday,3,3,1,5,2,2,4
U0285,F,26,traditional,2,6,3,5,5,7,5,2,7,6,1,6,3,Bachelor's,Business,5,4,5,7,3,4,7,3,4,Comedy|Action|Romance|Horror|Thriller,7,3,2,6,3,3,5,1,2,5,5,5,7,4,7,6,5,7,6,5,Suburban,Dating,No,Oldest,Wednesday|Saturday|Sunday,2,5,1,3,2,5,5
U0286,M,30,adventurer,5,2,7,4,2,1,5,6,3,6,7,2,4,High School,Business,6,6,7,4,4,5,6,7,7,Comedy|Action|Thriller,6,6,7,3,6,7,7,6,4,5,5,7,5,5,5,7,5,4,7,6,Urban,Single,No,Oldest,Tuesday|Wednesday|Thursday|Saturday,2,4,2,6,5,5,3
U0287,M,30,social,7,2,7,5,5,3,5,4,3,3,6,3,4,Bachelor's,Other,3,2,4,7,5,7,5,7,7,Comedy|Drama|Sci-Fi|Romance|Documentary|Reality,2,5,6,3,4,6,4,5,4,6,5,7,7,5,3,7,7,7,4,6,Small Town,Open Relationship,No,Only Child,Monday|Wednesday|Friday|Saturday,6,4,5,4,6,4,2
U0288,F,25,social,7,3,6,7,6,5,3,5,3,3,3,3,3,Master's,Social Sciences,6,5,6,7,6,7,4,5,5,Action|Romance|Documentary|Thriller|Reality,1,6,6,3,5,6,5,4,5,7,5,7,5,4,3,7,5,6,5,7,Suburban,Open Relationship,Yes,Youngest,Friday|Sunday,4,4,3,5,2,3,5
U0289,F,38,intellectual,6,5,1,5,5,2,3,6,5,7,4,6,6,PhD/Professional,Arts & Humanities,7,7,7,2,3,5,7,3,3,Comedy|Action|Documentary|Animation,2,6,7,4,2,3,5,5,4,6,4,5,6,7,7,5,5,5,7,7,Suburban,Single,Yes,Youngest,Friday|Saturday,5,7,7,7,3,2,7
U0290,M,28,traditional,2,4,3,3,5,7,5,3,7,2,1,6,3,PhD/Professional,Law & Policy,5,5,4,2,2,4,7,4,4,Comedy|Drama|Action|Horror|Documentary|Animation|Reality,5,3,5,6,3,4,1,2,2,5,4,5,4,7,4,6,3,7,6,6,Urban,Dating,No,Only Child,Wednesday|Thursday,5,6,5,5,3,4,2
U0291,M,32,adventurer,4,3,5,5,2,1,6,4,2,4,7,2,6,Bachelor's,Arts & Humanities,3,6,7,2,3,5,6,6,6,Action|Romance|Horror,3,6,5,4,7,6,7,7,4,3,6,5,5,7,7,6,5,5,7,7,Suburban,Dating,No,Oldest,Thursday|Saturday,5,2,3,5,3,7,4
U0292,M,23,adventurer,7,2,5,4,2,1,6,2,5,3,7,1,5,Master's,Arts & Humanities,4,5,5,4,4,5,6,7,7,Drama|Action,3,5,6,4,5,7,6,7,6,3,4,6,3,6,3,7,6,5,7,7,Suburban,Single,Yes,Oldest,Friday|Sunday,5,5,5,6,2,6,6
U0293,M,22,creative,7,2,4,4,5,2,6,5,1,5,5,4,4,Master's,Social Sciences,6,7,6,5,5,3,6,4,7,Sci-Fi|Horror,2,7,7,2,5,7,7,5,4,5,7,5,6,6,7,6,6,5,3,6,Urban,Open Relationship,No,Youngest,Wednesday|Thursday,1,5,6,3,2,1,1
U0294,M,23,social,5,4,5,4,5,5,4,5,5,4,4,2,7,PhD/Professional,Business,6,1,5,7,6,6,5,7,7,Comedy|Drama|Action|Animation|Reality,3,5,6,5,5,5,5,4,7,4,4,7,5,3,5,5,3,7,5,7,Suburban,Single,Yes,Youngest,Wednesday|Saturday,6,1,7,1,7,5,6
U0295,F,33,adventurer,7,3,5,5,6,2,4,3,1,4,7,1,5,Some College,STEM,2,5,7,2,7,4,5,7,7,Comedy|Action|Sci-Fi|Thriller|Reality,3,3,7,3,7,7,6,6,7,3,7,5,4,6,7,4,5,6,6,6,Urban,Single,No,Middle,Tuesday|Wednesday|Thursday|Saturday,1,1,1,7,4,7,3
U0296,F,28,social,5,3,7,7,4,4,6,6,4,4,3,5,7,Some College,Arts & Humanities,6,2,7,7,5,7,6,7,7,Comedy|Drama|Action|Romance|Documentary|Animation,5,3,3,4,7,7,3,7,7,4,5,7,7,5,6,7,5,7,7,5,Rural,Open Relationship,No,Oldest,Saturday|Sunday,4,1,1,6,3,2,5
U0297,F,27,creative,6,2,5,5,5,4,6,5,4,5,6,3,5,Bachelor's,Social Sciences,4,5,4,5,5,4,6,5,7,Comedy|Action|Sci-Fi|Documentary|Thriller|Animation,1,5,4,5,4,7,5,7,7,3,5,6,7,7,5,7,7,4,6,5,Suburban,Dating,No,Only Child,Monday|Tuesday|Wednesday|Friday,7,4,1,7,3,4,5
U0298,F,31,intellectual,7,5,3,6,2,2,7,5,4,5,3,6,5,Bachelor's,Business,7,7,6,2,5,2,6,2,6,Drama|Sci-Fi|Romance|Horror|Documentary|Thriller,1,7,5,2,5,4,3,3,3,7,5,5,4,7,6,6,7,7,4,7,Rural,Single,Yes,Oldest,Wednesday|Saturday,3,2,7,1,2,3,1
U0299,M,21,traditional,2,6,6,4,5,7,4,1,7,4,6,7,1,Master's,Law & Policy,4,5,2,2,3,5,7,5,4,Drama|Action|Documentary|Animation,6,5,2,5,3,4,2,2,4,3,2,4,7,4,5,5,4,7,6,7,Small Town,Single,No,Youngest,Wednesday|Saturday,2,2,7,1,2,5,7
U0300,M,28,adventurer,5,3,6,5,4,1,5,6,5,5,7,1,5,Some College,Arts & Humanities,4,5,7,3,5,4,3,7,7,Drama|Action|Sci-Fi|Documentary|Thriller|Reality,4,6,3,5,5,7,7,5,4,3,5,4,5,7,6,5,3,6,5,5,Urban,Single,Yes,Middle,Monday|Wednesday|Friday|Saturday,3,5,3,5,4,5,2
